timestamp,jetson_vdd_cpu_gpu_cv_mw,jetson_gpu_usage_percent,jetson_board_temperature_celsius,jetson_vdd_in_mw,jetson_cpu_usage_percent,jetson_ram_usage_mb
2025-01-13 20:19:00,478,0,37.83283333333333,4592,0.5,5984
2025-01-13 20:19:01,478,5,37.73933333333333,4592,0.8333333333333334,5984
2025-01-13 20:19:02,478,0,37.76500000000001,4592,0.6666666666666666,5984
2025-01-13 20:19:03,478,0,37.838166666666666,4585,0.5,5984
2025-01-13 20:19:04,478,0,37.786166666666674,4592,0.8333333333333334,5984
2025-01-13 20:19:05,478,0,37.77033333333333,4592,0.6666666666666666,5984
2025-01-13 20:19:06,478,0,37.807,4545,0.8333333333333334,5984
2025-01-13 20:19:07,478,0,37.86416666666667,4592,0.6666666666666666,5985
2025-01-13 20:19:08,478,0,37.87966666666667,4552,0.3333333333333333,5985
2025-01-13 20:19:09,478,0,37.79133333333333,4552,0.6666666666666666,5985
2025-01-13 20:19:10,478,0,37.79133333333333,4545,0.5,5985
2025-01-13 20:19:11,478,0,37.7965,4585,1.1666666666666667,5985
2025-01-13 20:19:12,478,0,37.838166666666666,4552,0.5,5985
2025-01-13 20:19:13,478,0,37.85383333333333,4545,0.5,5985
2025-01-13 20:19:14,438,0,37.87466666666666,4552,0.6666666666666666,5985
2025-01-13 20:19:15,478,0,37.76,4552,0.5,5985
2025-01-13 20:19:16,438,0,37.833,4545,0.3333333333333333,5985
2025-01-13 20:19:17,438,0,37.85366666666667,4552,0.5,5985
2025-01-13 20:19:18,478,0,37.80183333333333,4545,0.8333333333333334,5985
2025-01-13 20:19:19,438,0,37.900666666666666,4545,0.5,5986
2025-01-13 20:19:20,438,0,37.93716666666666,4545,0.6666666666666666,5986
2025-01-13 20:19:21,438,0,37.95783333333333,4545,0.5,5986
2025-01-13 20:19:22,478,0,37.786166666666674,4545,0.6666666666666666,5986
2025-01-13 20:19:23,438,0,37.90616666666667,4545,0.5,5986
2025-01-13 20:19:24,438,0,37.96833333333333,4545,0.5,5986
2025-01-13 20:19:25,478,0,37.775666666666666,4545,0.5,5986
2025-01-13 20:19:26,438,0,37.8175,4552,0.8333333333333334,5986
2025-01-13 20:19:27,438,0,37.95783333333333,4545,0.3333333333333333,5986
2025-01-13 20:19:28,438,0,37.94233333333333,4545,0.8333333333333334,5986
2025-01-13 20:19:29,438,0,37.95283333333333,4545,0.8333333333333334,5986
2025-01-13 20:19:30,438,0,37.785833333333336,4545,0.3333333333333333,5986
2025-01-13 20:19:31,438,0,37.900666666666666,4545,0.5,5987
2025-01-13 20:19:32,478,0,37.775666666666666,4545,0.6666666666666666,5987
2025-01-13 20:19:33,478,0,37.78083333333333,4545,0.5,5987
2025-01-13 20:19:34,438,0,37.791500000000006,4545,0.5,5987
2025-01-13 20:19:35,478,0,37.838166666666666,4545,0.5,5987
2025-01-13 20:19:36,438,0,37.79133333333333,4545,0.6666666666666666,5987
2025-01-13 20:19:37,438,0,37.82783333333333,4545,0.5,5987
2025-01-13 20:19:38,438,0,37.95783333333333,4545,0.6666666666666666,5987
2025-01-13 20:19:39,438,0,37.8225,4552,0.6666666666666666,5987
2025-01-13 20:19:40,438,0,37.828,4545,0.8333333333333334,5988
2025-01-13 20:19:41,438,0,37.89033333333334,4545,0.8333333333333334,5988
2025-01-13 20:19:42,478,0,37.890166666666666,4552,0.6666666666666666,5988
2025-01-13 20:19:43,438,0,37.83833333333334,4552,0.6666666666666666,5988
2025-01-13 20:19:44,438,0,37.90583333333333,4552,0.5,5988
2025-01-13 20:19:45,438,0,37.82750000000001,4552,0.8333333333333334,5988
2025-01-13 20:19:46,438,0,37.72883333333333,4552,0.5,5989
2025-01-13 20:19:47,438,0,37.80683333333334,4552,0.5,5989
2025-01-13 20:19:48,438,0,37.916,4552,0.8333333333333334,5989
2025-01-13 20:19:49,438,0,37.79633333333334,4545,0.6666666666666666,5989
2025-01-13 20:19:50,438,0,37.98416666666666,4545,0.5,5989
2025-01-13 20:19:51,438,0,37.838,4545,0.6666666666666666,5989
2025-01-13 20:19:52,438,0,37.8175,4552,0.3333333333333333,5989
2025-01-13 20:19:53,438,0,37.864333333333335,4552,0.6666666666666666,5989
2025-01-13 20:19:54,438,0,37.900666666666666,4552,0.5,5989
2025-01-13 20:19:55,438,0,37.90566666666667,4552,0.6666666666666666,5989
2025-01-13 20:19:56,438,0,37.843500000000006,4552,0.5,5989
2025-01-13 20:19:57,438,0,37.82783333333333,4552,0.5,5989
2025-01-13 20:19:58,438,0,37.86916666666667,4545,0.5,5989
2025-01-13 20:19:59,438,0,37.86933333333334,4545,0.6666666666666666,5989
2025-01-13 20:20:00,478,0,37.890166666666666,4545,0.3333333333333333,5983
2025-01-13 20:20:01,438,0,37.874500000000005,4545,0.8333333333333334,5984
2025-01-13 20:20:02,438,0,37.874500000000005,4545,0.6666666666666666,5984
2025-01-13 20:20:03,438,0,37.8955,4545,0.6666666666666666,5984
2025-01-13 20:20:04,438,0,37.7915,4552,0.6666666666666666,5984
2025-01-13 20:20:05,438,0,37.81733333333333,4552,0.6666666666666666,5984
2025-01-13 20:20:06,438,0,37.885333333333335,4545,0.3333333333333333,5984
2025-01-13 20:20:07,438,0,37.9685,4545,0.5,5984
2025-01-13 20:20:08,438,0,37.82783333333333,4545,0.8333333333333334,5984
2025-01-13 20:20:09,438,0,37.8535,4545,1.0,5984
2025-01-13 20:20:10,438,0,37.8435,4545,0.5,5983
2025-01-13 20:20:11,478,0,37.97366666666667,4545,1.5,5984
2025-01-13 20:20:12,438,0,37.812000000000005,4545,0.8333333333333334,5985
2025-01-13 20:20:13,438,0,37.8225,4545,0.6666666666666666,5987
2025-01-13 20:20:14,438,0,37.86416666666667,4545,1.0,5987
2025-01-13 20:20:15,478,0,37.76,4552,1.1666666666666667,5987
2025-01-13 20:20:16,438,0,37.85366666666667,4552,0.3333333333333333,5987
2025-01-13 20:20:17,438,0,37.91116666666667,4552,0.8333333333333334,5987
2025-01-13 20:20:18,438,0,37.78066666666667,4552,0.5,5987
2025-01-13 20:20:19,438,0,37.77033333333333,4552,0.6666666666666666,5987
2025-01-13 20:20:20,438,0,37.874500000000005,4545,0.3333333333333333,5987
2025-01-13 20:20:21,438,0,37.81716666666667,4505,0.3333333333333333,5987
2025-01-13 20:20:22,438,0,37.78116666666667,4545,0.8333333333333334,5987
2025-01-13 20:20:23,438,0,37.7915,4545,0.5,5987
2025-01-13 20:20:24,438,0,37.932,4552,0.6666666666666666,5987
2025-01-13 20:20:25,438,0,37.83316666666667,4552,0.8333333333333334,5987
2025-01-13 20:20:26,438,0,37.83833333333333,4545,0.5,5988
2025-01-13 20:20:27,438,0,37.885,4545,0.6666666666666666,5988
2025-01-13 20:20:28,438,0,37.83833333333333,4545,0.5,5988
2025-01-13 20:20:29,438,0,37.86933333333334,4545,0.6666666666666666,5988
2025-01-13 20:20:30,438,0,37.80166666666667,4545,0.5,5988
2025-01-13 20:20:31,438,0,37.83833333333333,4552,0.8333333333333334,5988
2025-01-13 20:20:32,438,0,37.87466666666666,4545,0.3333333333333333,5988
2025-01-13 20:20:33,438,0,37.78066666666667,4545,0.6666666666666666,5988
2025-01-13 20:20:34,438,0,37.874500000000005,4545,0.8333333333333334,5988
2025-01-13 20:20:35,438,0,37.953,4545,1.0,5988
2025-01-13 20:20:36,438,0,37.92666666666667,4545,0.5,5988
2025-01-13 20:20:37,438,0,37.80683333333334,4552,0.5,5988
2025-01-13 20:20:38,438,0,37.900666666666666,4545,0.5,5988
2025-01-13 20:20:39,438,0,37.900666666666666,4545,0.5,5988
2025-01-13 20:20:40,438,0,37.952666666666666,4552,0.3333333333333333,5988
2025-01-13 20:20:41,438,0,37.89566666666667,4552,0.6666666666666666,5988
2025-01-13 20:20:42,438,0,37.82233333333334,4545,0.5,5989
2025-01-13 20:20:43,438,0,37.86950000000001,4552,1.0,5989
2025-01-13 20:20:44,438,0,37.80183333333333,4552,0.6666666666666666,5989
2025-01-13 20:20:45,438,0,37.93716666666668,4552,0.5,5989
2025-01-13 20:20:46,438,0,37.8955,4545,0.8333333333333334,5989
2025-01-13 20:20:47,438,0,37.958,4545,0.5,5989
2025-01-13 20:20:48,478,0,37.8955,4545,0.6666666666666666,5989
2025-01-13 20:20:49,478,0,37.88483333333334,4592,0.6666666666666666,5989
2025-01-13 20:20:50,478,0,37.86933333333334,4552,0.5,5989
2025-01-13 20:20:51,438,0,37.8175,4552,0.6666666666666666,5989
2025-01-13 20:20:52,438,0,37.906000000000006,4552,0.8333333333333334,5989
2025-01-13 20:20:53,438,0,37.83283333333333,4545,0.6666666666666666,5989
2025-01-13 20:20:54,438,0,37.80183333333334,4552,0.6666666666666666,5989
2025-01-13 20:20:55,438,0,37.859,4552,0.5,5989
2025-01-13 20:20:56,438,0,37.854000000000006,4552,0.5,5989
2025-01-13 20:20:57,438,0,37.8385,4552,0.5,5989
2025-01-13 20:20:58,438,0,37.87983333333333,4552,0.6666666666666666,5989
2025-01-13 20:20:59,438,0,37.92133333333334,4552,0.5,5990
2025-01-13 20:21:00,438,0,37.87466666666666,4552,0.6666666666666666,5990
2025-01-13 20:21:01,438,0,37.926833333333335,4552,0.6666666666666666,5989
2025-01-13 20:21:02,438,0,37.86933333333334,4545,0.6666666666666666,5989
2025-01-13 20:21:03,438,0,37.86966666666667,4552,0.5,5989
2025-01-13 20:21:04,438,0,37.932,4552,0.8333333333333334,5989
2025-01-13 20:21:05,438,0,37.8485,4552,0.3333333333333333,5989
2025-01-13 20:21:06,438,0,37.89566666666666,4545,0.5,5989
2025-01-13 20:21:07,438,0,37.91116666666667,4545,0.5,5989
2025-01-13 20:21:08,438,0,37.72883333333333,4545,0.3333333333333333,5989
2025-01-13 20:21:09,478,0,37.81216666666666,4545,0.8333333333333334,5989
2025-01-13 20:21:10,438,0,37.87466666666666,4545,0.6666666666666666,5989
2025-01-13 20:21:11,438,0,37.937333333333335,4552,0.6666666666666666,5989
2025-01-13 20:21:12,478,0,37.864,4552,1.0,5984
2025-01-13 20:21:13,478,0,37.84333333333333,4545,0.5,5985
2025-01-13 20:21:14,438,0,37.80166666666667,4552,0.5,5985
2025-01-13 20:21:15,478,0,37.8225,4552,0.5,5985
2025-01-13 20:21:16,438,0,37.937000000000005,4545,0.5,5985
2025-01-13 20:21:17,438,0,37.906,4552,0.8333333333333334,5985
2025-01-13 20:21:18,478,0,37.93716666666668,4552,0.6666666666666666,5985
2025-01-13 20:21:19,438,0,37.86966666666667,4552,0.5,5985
2025-01-13 20:21:20,478,0,37.77583333333333,4545,0.8333333333333334,5985
2025-01-13 20:21:21,478,0,37.81716666666667,4552,0.3333333333333333,5985
2025-01-13 20:21:22,438,0,37.93716666666666,4545,0.3333333333333333,5983
2025-01-13 20:21:23,478,0,37.98916666666667,4545,0.5,5984
2025-01-13 20:21:24,478,0,37.916,4592,1.0,5984
2025-01-13 20:21:25,478,0,37.81216666666666,4592,0.6666666666666666,5984
2025-01-13 20:21:26,478,0,37.827666666666666,4552,0.5,5984
2025-01-13 20:21:27,478,0,37.88516666666667,4552,0.5,5984
2025-01-13 20:21:28,478,0,37.833,4552,0.5,5984
2025-01-13 20:21:29,478,0,37.7965,4552,0.5,5984
2025-01-13 20:21:30,478,0,37.85883333333334,4552,0.6666666666666666,5984
2025-01-13 20:21:31,478,0,37.911166666666674,4552,0.6666666666666666,5985
2025-01-13 20:21:32,478,0,37.8225,4545,0.5,5985
2025-01-13 20:21:33,478,0,37.82266666666666,4552,0.3333333333333333,5985
2025-01-13 20:21:34,478,0,37.88516666666667,4545,0.6666666666666666,5985
2025-01-13 20:21:35,478,0,37.87466666666666,4545,0.3333333333333333,5985
2025-01-13 20:21:36,478,0,37.87983333333333,4552,0.5,5985
2025-01-13 20:21:37,478,0,37.82233333333334,4545,0.6666666666666666,5985
2025-01-13 20:21:38,478,0,37.864333333333335,4552,0.5,5985
2025-01-13 20:21:39,438,0,37.74416666666667,4552,0.5,5985
2025-01-13 20:21:40,478,0,37.89533333333333,4552,0.5,5986
2025-01-13 20:21:41,478,0,37.84866666666667,4545,0.3333333333333333,5986
2025-01-13 20:21:42,478,0,37.88516666666667,4552,0.6666666666666666,5986
2025-01-13 20:21:43,478,0,37.85366666666667,4545,0.6666666666666666,5986
2025-01-13 20:21:44,478,0,37.7965,4552,0.5,5986
2025-01-13 20:21:45,478,0,37.7915,4552,0.5,5986
2025-01-13 20:21:46,438,0,37.94216666666667,4552,0.5,5986
2025-01-13 20:21:47,478,0,37.83833333333333,4545,0.6666666666666666,5986
2025-01-13 20:21:48,478,0,37.8175,4545,0.6666666666666666,5986
2025-01-13 20:21:49,478,0,37.92666666666667,4545,0.5,5986
2025-01-13 20:21:50,478,0,37.95783333333333,4545,0.5,5986
2025-01-13 20:21:51,478,0,37.81216666666666,4552,0.5,5986
2025-01-13 20:21:52,438,0,37.82266666666666,4545,0.5,5986
2025-01-13 20:21:53,478,0,37.9735,4545,0.5,5986
2025-01-13 20:21:54,478,0,37.95283333333334,4545,0.6666666666666666,5986
2025-01-13 20:21:55,478,0,37.95250000000001,4545,0.5,5986
2025-01-13 20:21:56,438,0,37.87466666666666,4545,0.5,5986
2025-01-13 20:21:57,478,0,37.9785,4545,0.6666666666666666,5986
2025-01-13 20:21:58,478,0,37.968500000000006,4545,0.5,5986
2025-01-13 20:21:59,478,0,37.958,4545,0.3333333333333333,5986
2025-01-13 20:22:00,478,0,37.906,4545,0.6666666666666666,5986
2025-01-13 20:22:01,478,0,37.88483333333334,4545,0.5,5987
2025-01-13 20:22:02,478,0,37.88,4545,0.5,5987
2025-01-13 20:22:03,478,0,37.89533333333333,4552,0.3333333333333333,5987
2025-01-13 20:22:04,478,0,37.83283333333333,4552,0.6666666666666666,5987
2025-01-13 20:22:05,478,0,37.91116666666667,4545,0.5,5987
2025-01-13 20:22:06,438,0,37.9425,4545,0.5,5987
2025-01-13 20:22:07,438,0,37.9425,4545,0.3333333333333333,5988
2025-01-13 20:22:08,478,0,37.84866666666667,4545,0.8333333333333334,5988
2025-01-13 20:22:09,478,0,37.80166666666667,4552,0.6666666666666666,5988
2025-01-13 20:22:10,438,0,37.82783333333333,4545,0.3333333333333333,5988
2025-01-13 20:22:11,478,0,37.90583333333333,4545,1.0,5988
2025-01-13 20:22:12,478,0,37.9735,4545,1.5,5988
2025-01-13 20:22:13,438,0,37.89516666666668,4552,0.6666666666666666,5988
2025-01-13 20:22:14,438,0,37.83316666666667,4552,0.8333333333333334,5988
2025-01-13 20:22:15,438,0,37.9735,4552,0.5,5988
2025-01-13 20:22:16,478,0,37.937333333333335,4592,1.8333333333333333,5988
2025-01-13 20:22:17,438,0,37.91616666666667,4545,0.5,5988
2025-01-13 20:22:18,438,0,37.900666666666666,4545,0.8333333333333334,5988
2025-01-13 20:22:19,438,0,37.968500000000006,4545,0.3333333333333333,5988
2025-01-13 20:22:20,438,0,37.958,4545,0.5,5988
2025-01-13 20:22:21,438,0,37.84333333333333,4545,0.5,5988
2025-01-13 20:22:22,438,0,37.9215,4552,0.1666666666666666,5988
2025-01-13 20:22:23,438,0,37.932,4552,1.0,5982
2025-01-13 20:22:24,438,0,37.9425,4552,0.8333333333333334,5984
2025-01-13 20:22:25,438,0,37.89566666666667,4552,0.3333333333333333,5984
2025-01-13 20:22:26,438,0,37.900666666666666,4552,0.5,5984
2025-01-13 20:22:27,438,0,37.952666666666666,4545,0.5,5984
2025-01-13 20:22:28,438,0,37.833,4552,0.5,5984
2025-01-13 20:22:29,438,0,37.921666666666674,4545,0.3333333333333333,5984
2025-01-13 20:22:30,438,0,37.874500000000005,4545,0.8333333333333334,5984
2025-01-13 20:22:31,438,0,37.9475,4545,0.8333333333333334,5984
2025-01-13 20:22:32,438,0,37.85366666666667,4545,0.1666666666666666,5984
2025-01-13 20:22:33,438,0,37.979000000000006,4545,0.8333333333333334,5983
2025-01-13 20:22:34,478,0,37.92666666666667,4545,0.8333333333333334,5984
2025-01-13 20:22:35,438,0,37.8435,4545,1.0,5984
2025-01-13 20:22:36,438,0,37.984166666666674,4552,0.5,5984
2025-01-13 20:22:37,438,0,37.984166666666674,4545,0.8333333333333334,5984
2025-01-13 20:22:38,438,0,37.98933333333333,4545,0.6666666666666666,5984
2025-01-13 20:22:39,438,0,37.89533333333333,4552,0.5,5984
2025-01-13 20:22:40,438,0,37.87466666666666,4545,0.8333333333333334,5985
2025-01-13 20:22:41,438,0,37.90583333333333,4545,0.6666666666666666,5985
2025-01-13 20:22:42,438,0,37.8175,4545,0.5,5985
2025-01-13 20:22:43,438,0,37.911,4545,0.6666666666666666,5985
2025-01-13 20:22:44,438,0,37.88516666666666,4545,0.5,5985
2025-01-13 20:22:45,438,0,37.85383333333334,4545,0.8333333333333334,5985
2025-01-13 20:22:46,438,0,37.86416666666667,4545,0.3333333333333333,5985
2025-01-13 20:22:47,438,0,37.80183333333334,4545,0.6666666666666666,5985
2025-01-13 20:22:48,438,0,37.89033333333334,4545,0.6666666666666666,5985
2025-01-13 20:22:49,438,0,37.854000000000006,4545,0.5,5986
2025-01-13 20:22:50,438,0,37.97866666666667,4545,0.5,5986
2025-01-13 20:22:51,438,0,37.859,4545,0.6666666666666666,5986
2025-01-13 20:22:52,438,0,37.8485,4545,0.5,5986
2025-01-13 20:22:53,438,0,37.9215,4545,0.5,5986
2025-01-13 20:22:54,438,0,37.932,4545,0.6666666666666666,5986
2025-01-13 20:22:55,438,0,37.8225,4545,0.3333333333333333,5986
2025-01-13 20:22:56,438,0,37.827666666666666,4545,0.6666666666666666,5986
2025-01-13 20:22:57,438,0,37.87983333333333,4545,0.3333333333333333,5986
2025-01-13 20:22:58,438,0,37.963166666666666,4545,0.3333333333333333,5987
2025-01-13 20:22:59,438,0,37.807,4545,0.8333333333333334,5987
2025-01-13 20:23:00,438,0,37.90583333333333,4545,0.6666666666666666,5987
2025-01-13 20:23:01,438,0,37.95816666666666,4545,0.8333333333333334,5987
2025-01-13 20:23:02,438,0,37.88483333333334,4545,0.6666666666666666,5987
2025-01-13 20:23:03,438,0,37.828,4545,0.5,5987
2025-01-13 20:23:04,438,0,37.87466666666666,4545,0.3333333333333333,5987
2025-01-13 20:23:05,438,0,37.87466666666666,4545,0.3333333333333333,5987
2025-01-13 20:23:06,438,0,37.93683333333334,4545,0.6666666666666666,5987
2025-01-13 20:23:07,438,0,37.91116666666667,4545,0.6666666666666666,5987
2025-01-13 20:23:08,438,0,37.86933333333334,4545,0.5,5987
2025-01-13 20:23:09,438,0,37.92666666666667,4552,0.8333333333333334,5987
2025-01-13 20:23:10,438,0,37.83833333333333,4545,0.8333333333333334,5987
2025-01-13 20:23:11,438,0,37.8435,4552,0.5,5987
2025-01-13 20:23:12,438,0,37.95783333333333,4552,0.6666666666666666,5987
2025-01-13 20:23:13,438,0,38.031,4552,0.6666666666666666,5987
2025-01-13 20:23:14,438,0,37.874833333333335,4552,0.5,5987
2025-01-13 20:23:15,438,0,37.87966666666667,4545,0.3333333333333333,5987
2025-01-13 20:23:16,438,0,38.00483333333333,4552,0.3333333333333333,5988
2025-01-13 20:23:17,438,0,37.97366666666667,4552,0.3333333333333333,5988
2025-01-13 20:23:18,438,0,37.859,4545,0.5,5988
2025-01-13 20:23:19,438,0,37.984166666666674,4545,0.5,5988
2025-01-13 20:23:20,438,0,37.85383333333333,4552,0.5,5988
2025-01-13 20:23:21,438,0,37.87983333333333,4545,0.8333333333333334,5988
2025-01-13 20:23:22,438,0,37.89566666666666,4545,0.5,5988
2025-01-13 20:23:23,438,0,37.9265,4545,0.3333333333333333,5988
2025-01-13 20:23:24,438,0,37.838166666666666,4552,0.5,5988
2025-01-13 20:23:25,438,0,37.90583333333333,4552,0.5,5988
2025-01-13 20:23:26,438,0,37.916500000000006,4552,0.6666666666666666,5988
2025-01-13 20:23:27,438,0,37.770500000000006,4552,0.5,5988
2025-01-13 20:23:28,438,0,37.84866666666667,4552,0.5,5988
2025-01-13 20:23:29,438,0,37.88,4552,0.8333333333333334,5989
2025-01-13 20:23:30,438,0,37.9685,4552,0.3333333333333333,5989
2025-01-13 20:23:31,438,0,37.87983333333333,4552,0.6666666666666666,5989
2025-01-13 20:23:32,438,0,37.833,4552,0.6666666666666666,5989
2025-01-13 20:23:33,438,0,37.885,4545,0.3333333333333333,5989
2025-01-13 20:23:34,438,0,37.90583333333333,4552,0.8333333333333334,5989
2025-01-13 20:23:35,438,0,37.953,4552,0.3333333333333333,5983
2025-01-13 20:23:36,438,0,37.87983333333333,4552,0.8333333333333334,5985
2025-01-13 20:23:37,438,0,38.03066666666667,4552,0.5,5985
2025-01-13 20:23:38,478,0,37.911,4545,0.5,5985
2025-01-13 20:23:39,478,0,37.963,4552,0.5,5985
2025-01-13 20:23:40,478,0,37.96333333333334,4545,0.5,5985
2025-01-13 20:23:41,478,0,37.91133333333334,4545,0.6666666666666666,5985
2025-01-13 20:23:42,478,0,37.96866666666667,4545,0.6666666666666666,5985
2025-01-13 20:23:43,478,0,37.87983333333333,4552,0.6666666666666666,5985
2025-01-13 20:23:44,478,0,37.99433333333334,4552,0.5,5985
2025-01-13 20:23:45,478,0,38.03066666666667,4552,0.5,5985
2025-01-13 20:23:46,478,0,37.874500000000005,4552,0.5,5983
2025-01-13 20:23:47,478,0,37.88,4552,0.3333333333333333,5983
2025-01-13 20:23:48,478,0,38.00466666666667,4545,0.6666666666666666,5983
2025-01-13 20:23:49,478,0,37.95816666666667,4545,0.5,5983
2025-01-13 20:23:50,478,0,37.86416666666667,4552,0.5,5983
2025-01-13 20:23:51,478,0,37.906,4545,0.6666666666666666,5983
2025-01-13 20:23:52,478,0,38.031,4545,0.5,5984
2025-01-13 20:23:53,478,0,38.00466666666667,4545,0.5,5984
2025-01-13 20:23:54,478,0,38.02583333333333,4545,0.6666666666666666,5984
2025-01-13 20:23:55,438,0,37.94233333333333,4545,0.5,5984
2025-01-13 20:23:56,478,0,37.8955,4552,0.6666666666666666,5984
2025-01-13 20:23:57,478,0,37.87966666666667,4545,0.5,5984
2025-01-13 20:23:58,478,0,37.885,4545,0.6666666666666666,5984
2025-01-13 20:23:59,478,0,37.91633333333333,4545,0.6666666666666666,5984
